"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
40,"New Jersey",11,295300,295500,295800,296100,296400,296800,297300,298000,299100,300400,301700,302800,304000,305100,306200,307100,308000,308900,309700,310400,311300,312200,312800,313200,313600,314000,314600,315400,316600,318100,320100,322500,325400,328700,331900,334900,337800,340600,343200,345800,348200,350700,353400,356200,359500,363100,366900,370800,375000,379600,384400,389600,395000,400500,406100,411700,417400,422900,428100,433000,437700,442000,446200,450200,454000,457700,461400,465300,469500,473800,478400,483100,488000,492800,497600,502500,507500,512700,518200,524200,530300,536600,542800,548800,554800,561000,567700,574700,581700,588100,593800,598700,603100,607400,611700,616100,620800,626000,632100,639000,646300,653900,661900,669900,677900,686000,694100,702500,711300,719500,726900,733500,739400,745100,750800,756400,762000,767000,771100,774900,778600,782000,784900,786800,787700,787700,786900,785000,782700,780700,779200,778300,777400,775700,773400,770800,768300,765700,762900,760000,757600,755500,753000,749800,745300,739300,732700,726900,722300,718700,715200,711800,709100,707000,704700,701500,697300,692000,686000,679100,671900,665500,660700,657700,657000,657900,659700,659200,655500,651100,648300,647900,648300,647900,647400,647800,644300,638200,631400,625200,621700,624400,629100,631400,632800,635000,637500,635800,630800,624900,622000,623500,628200,631100,631200,630400,629400,627600,625600,625400,628100,631800,634500,635000,635000,636200,638700,640400,641300,642300,643900,646600,650500,654500,656500,658400,660100,660100,659800,662400,664800,665900,666300,667100,668100,669700,671200,673300,674700,675400,675400,676200,677000,677500,677400,677700,678100,679400,682100,685000,685500,684400,684300,686000,688900,691600,693100,693600,694800,693900,692500,694400,699700,705300,710300,713100,715800,719000,721900,723800,726700,730000,730800,728700,729200,733600,738000,741400,744800,747100,749200,751200,752800,755600,761000,764600,764300
56,"Virginia",12,221700,221600,221800,222200,222800,223700,224900,226200,227600,229000,230100,231000,231600,232200,232600,232800,233000,233200,233400,233900,234600,235600,236900,238400,240000,241700,243300,244700,246100,247300,248500,249500,250400,251200,251900,252600,253400,254300,255400,256700,258200,259900,261900,264100,266700,269400,272100,274700,277200,279500,281700,283900,286200,288500,290900,293300,295800,298400,300900,303200,305600,307900,310100,312400,314600,317000,319500,322200,324900,327800,330700,333500,336200,338700,341300,343900,346700,349600,352800,356300,360100,363700,367200,370600,374000,377300,380700,384100,387700,391500,395700,400100,404900,410000,415400,421100,427500,434700,442900,452000,461300,470500,479100,487000,494300,501300,508300,515800,524100,532600,541000,548900,555900,561800,566600,570300,573200,575600,577400,578900,579800,580000,579600,578700,577200,575400,573600,572000,570900,570400,570100,569800,569100,567600,565100,562000,558400,554500,550400,546200,541900,537800,533800,529900,525800,521200,516500,512300,508800,506000,503400,500900,498700,496700,494500,491800,488600,484700,481100,478800,477700,477300,477400,477600,478000,478700,479500,478300,475900,474600,474300,472700,470200,467800,466000,464300,462400,460000,457000,454800,453800,453600,453700,453600,453500,453100,452300,452000,451900,451400,451100,452200,453700,455100,456600,458500,459500,460000,460900,462000,463000,464200,465800,467600,469900,472300,474100,475900,478200,479900,481000,482500,484100,485000,486000,487200,488700,489600,489700,489700,490200,491200,492100,492600,492800,493200,493800,494400,495100,496100,497500,498500,499300,500100,500500,500700,501200,502100,503200,504900,507100,509000,510400,511400,512200,513700,515100,515800,516400,517900,519400,520800,521600,522600,523900,525200,525900,526800,528000,529300,530100,531600,533500,535200,535800,536500,537400,538800,540400,541700,543200,545000,547000,548600,549700,550700,551000
59,"Washington",13,190600,190900,191400,192100,192900,193800,194900,196200,197500,198800,200100,201100,202100,203000,203900,205000,206000,207200,208500,209800,211200,212700,214200,215800,217500,219400,221500,223800,226000,228300,230300,232000,233400,234500,235400,236200,237000,238000,239100,240300,241600,243000,244600,246400,248300,250300,252400,254200,255900,257300,258600,259600,260600,261500,262500,263600,264900,266300,267800,269100,270300,271200,272000,272800,273600,274500,275500,276700,278000,279300,280400,281400,282000,282500,282900,283300,284000,284800,285900,287200,288700,290100,291400,292800,294300,295700,297200,298700,300100,301600,303300,305300,307600,310300,313200,316400,319900,323700,327700,331800,335800,339700,343600,347300,350900,354500,358200,362300,367000,372300,378300,384700,391400,397900,404200,410000,415400,420400,425200,430100,435400,440600,445500,450200,454300,457700,460500,462500,464300,466300,468100,470100,472200,473700,474300,474500,474000,473100,471600,469600,467500,465300,462700,460200,457600,454200,450100,445400,440600,436200,432200,428400,425100,421900,418000,413400,408700,403500,398500,394900,392400,390700,389300,388400,388400,388800,389200,386300,381800,378800,376800,373000,369900,367300,364800,362700,360000,356600,353600,351700,349500,347300,345600,344900,344100,343000,342300,341600,340900,340300,340400,341600,343300,344800,346700,348800,350700,352500,354200,355900,357600,359400,361700,365400,369900,374200,377700,380800,383400,385700,387600,389200,390000,391000,392700,394800,396500,398400,400700,403100,405300,407500,409800,412100,414700,417100,419100,421900,426000,429800,433000,436900,441500,445900,449900,453000,456200,459500,463100,468000,472900,477000,481400,486200,490800,495600,500300,504900,509700,514800,519900,524600,529900,536200,541900,546700,551500,555800,559900,564300,569300,575200,580600,583600,586500,591400,595700,596700,596800,598600,601100,602700,604200,606200,607500,607300,605400
26,"Massachusetts",14,254500,255100,255800,256500,257300,258200,259100,260100,261300,262900,264300,265400,266700,267900,269200,270500,271800,273100,274600,276200,278100,280300,282500,284500,286600,288700,291000,293300,295600,297800,300100,302400,304800,307400,310100,312800,315800,319300,323200,327400,331900,336400,341000,345800,351100,356700,362200,367600,372900,378300,383800,389400,394900,400300,405800,411300,417000,422600,427800,432700,437400,442000,446400,450700,454700,458500,462200,465900,469500,473100,476700,480300,483900,487500,491400,495400,499700,504300,509000,514000,519000,523700,528000,532400,536500,540300,543900,547300,550700,554100,557800,561400,565200,569100,573100,577300,581800,586400,591400,596400,601300,606100,610600,614700,618500,622300,625900,629500,632700,635200,636900,638200,639000,639500,639600,639100,638100,636900,635600,634400,633100,631500,629300,626700,623700,620700,618100,615900,614300,613500,613000,612400,611400,610200,608400,606500,604600,602500,600100,597200,594000,590900,587700,584200,580600,577200,573800,570800,568100,566000,564100,562500,561300,560700,559800,558100,555300,551900,548600,546600,546300,546600,547000,547500,548300,550000,551600,551200,549700,549800,551100,551200,550900,550800,550100,548800,547300,544500,541100,540000,540600,541000,541300,541800,541300,539700,538400,537800,537600,537300,536800,536800,537400,538100,539600,542100,543600,544400,546400,548800,549600,549600,551400,555100,560100,564900,568700,571400,574300,578000,582000,584800,586400,588200,590500,592700,595500,598600,601500,603700,605600,606900,607600,609500,613100,616000,617900,619900,621500,623300,625400,627800,630600,633400,635300,636700,638100,640100,641900,643800,646100,648300,650700,653500,656700,660000,662900,666100,670700,675300,679400,683700,687800,691300,693800,696300,699900,704800,709300,712600,715100,719800,726500,731600,735200,739700,743000,745100,747700,749800,750900,752500,754700,757700,760000,759000,755400
22,"Indiana",15,149900,148900,147900,147000,146400,146000,145900,146100,146300,146400,146500,146300,145900,145300,144700,144100,143700,143300,142800,142300,141600,140800,140100,139700,139700,140000,140500,141200,141900,142500,142900,143100,142900,142400,141800,141100,140500,140200,140200,140500,141100,141900,142700,143700,144600,145500,146500,147500,148400,149100,149700,150400,151100,151900,152800,153900,155100,156500,157900,159200,160500,161600,162600,163500,164300,164900,165400,165700,166000,166200,166400,166500,166600,166800,167100,167300,167700,168100,168600,169200,169700,170100,170400,170900,171400,171600,171600,171300,170800,170200,169700,169400,169300,169500,169700,170000,170600,171600,172800,173900,175000,175800,176400,177100,177900,179000,180300,181700,183000,184100,184900,185600,186300,187000,187800,188400,188900,189300,189500,189700,189900,190100,190400,190800,191200,191700,192100,192400,192600,192800,193100,193400,193800,194100,194300,194600,194900,195200,195600,196000,196400,196600,196600,196500,196300,195700,195000,194400,193800,193200,192600,192100,191600,191100,190700,190300,189900,189300,188500,187900,187500,187200,186800,186600,186500,186400,186500,186300,186100,186200,186600,186800,186800,186700,186700,186600,186200,186000,185900,185300,184600,184300,183900,183400,183200,183100,183200,183500,183700,183600,183600,183800,184100,184400,185000,185700,186300,186900,187100,187100,187300,187400,187200,187000,187100,187400,187600,187600,187700,187900,188100,188400,188700,189100,189800,190600,191100,191500,192000,192700,193100,193500,193800,194500,195500,196100,196400,197100,198200,199000,199700,200700,201600,202500,203100,203500,204100,205100,206300,207500,208700,210200,211900,213300,214100,215100,216100,216900,217600,218600,219800,221000,222400,223900,225200,226300,227600,229000,230200,231100,231500,232400,233900,235300,236900,238900,240700,243100,245600,247700,250200,253000,255000,256200,257400,258500,258900
8,"Arizona",16,89600,90100,90600,91000,91500,91900,92300,92800,93400,94000,94700,95100,95600,96000,96400,96800,97100,97400,97800,98100,98500,99000,99500,99800,100000,100200,100300,100300,100300,100400,100500,100600,100900,101200,101600,101800,101900,102000,102100,102100,102100,102100,102100,102200,102400,102700,103000,103200,103400,103400,103500,103400,103400,103400,103500,103700,104000,104400,104900,105300,105600,105900,106200,106400,106600,106800,107100,107500,108200,109000,109800,110600,111300,111900,112300,112700,113000,113400,113800,114700,115700,116400,116700,117200,117600,118100,118400,118700,118900,119200,119400,119800,120200,120900,121900,123000,124100,125700,128000,130900,134200,137600,141000,144000,147000,150100,153800,158300,164100,170800,178300,186300,194100,201300,207800,213200,217600,221000,223500,225400,226600,227300,227400,226900,226100,225100,223700,222100,220300,218400,216100,213700,211300,209000,206800,204700,202500,200500,198900,197400,196300,195200,193800,192400,191000,189400,187500,185500,183400,181100,178500,175800,173200,170800,168100,165600,163800,162500,161000,159200,157500,156900,157200,158000,158900,159300,159000,158300,157600,156100,152900,149400,147300,145100,142900,140100,137600,136000,136100,134500,131600,128900,127800,126700,125600,124300,123300,123100,123300,123300,124100,125800,126600,126700,127100,127600,127400,127500,127600,127900,128200,128900,130200,132000,133400,134800,136700,139700,142800,145700,147600,148900,150000,150800,149900,148900,148800,148000,146200,143900,141300,139000,138300,138700,139500,139600,139100,138200,137800,138100,139200,140700,142600,144800,146300,146700,146700,146700,147100,148200,149900,151800,153600,155100,156500,157100,157000,156500,155600,154800,154300,154600,156300,158900,161000,161900,162100,162600,163500,164600,165400,165700,165000,164700,165200,166700,168100,169600,171400,172800,173300,173100,173100,173600,174600,175400,175800
53,"Tennessee",17,236100,237500,238800,239900,240800,241600,242200,242600,243100,243700,244300,244600,245100,245700,246500,247400,248400,249300,250300,251000,251700,252400,253000,253300,253600,254000,254400,254800,255300,255800,256100,256200,256100,256000,255800,255700,256100,257100,258700,260700,262900,265200,267600,270100,272600,275200,277600,279500,281000,282100,282800,283400,283900,284300,284900,285600,286600,287900,289100,290000,290600,290700,290600,290200,289600,288900,288300,287500,286800,286300,286000,285800,285800,286000,286600,287400,288600,290100,291600,293500,295100,295800,295500,295200,294900,294800,295000,295500,296400,297400,298700,300200,301900,304100,306700,309600,312700,315700,318500,320700,322500,323900,325300,326600,328200,330100,332400,334900,337400,339800,342100,344600,347200,349900,352600,355000,357200,359200,360900,362400,363900,365300,366600,368000,369400,371000,372700,374200,375600,376800,377700,378400,379000,379300,379400,379500,379300,378700,377400,375500,373400,371400,369600,368300,367600,366700,365800,364800,363400,361900,360700,359600,358600,357800,356600,355200,353400,351000,348400,346500,345100,344000,343100,342300,341900,342100,342500,341100,338500,336800,336300,335400,334000,332300,330900,330200,329000,327300,325400,324600,324600,324400,324200,323600,322900,322200,321400,320600,319900,319400,319800,320800,321100,321200,320700,320400,320300,320300,320100,319600,319400,319900,320500,321100,322700,325400,328100,329800,331500,333500,335200,336700,338300,339400,339900,341000,342900,344300,345200,346200,347200,348100,349300,350900,351900,352300,352900,353600,353900,354400,355800,357700,358900,360000,361600,363800,365800,367500,368600,370400,372800,375400,377600,379900,383000,386200,388600,390300,392100,394000,396100,398100,399600,400600,401400,402600,404300,406200,407800,408800,410700,413600,416400,418100,419600,421400,423700,426200,428100,429900,432500,434900,436300,437900,439800,441000,440700
32,"Missouri",18,169800,170000,170400,170800,171500,172100,172800,173700,174700,175900,177000,178300,179400,180500,181600,182500,183400,184100,184700,185200,185600,186100,186700,187400,188200,189000,189900,190800,191700,192400,192900,193300,193500,193600,193900,194200,194600,195100,195700,196600,197700,198900,200000,201000,202100,203100,204000,204900,205700,206400,207200,208000,208800,209700,210500,211400,212200,213000,213800,214600,215300,215800,216100,216100,215900,215500,215300,215300,215800,216600,217600,218600,219600,220700,221900,223000,224100,225100,226000,226700,227500,228500,229700,230800,231900,232700,233300,233700,234300,235400,237000,238900,240700,242100,242900,243700,244600,245600,246600,247700,248900,250200,251500,253000,254500,256100,257800,259600,261500,263400,265200,266900,268300,269500,270600,271500,272500,273400,274200,275100,276000,276700,277400,278200,278900,279500,280100,280700,281200,281500,281600,281700,281900,282000,282200,282600,283100,283500,283400,283100,282500,281900,281300,280900,280600,280200,279500,278800,278100,277500,277000,276700,276600,276500,276300,276000,275700,274900,274000,273400,272800,272100,271100,270400,270200,270300,270800,269800,267100,265000,264700,264500,264300,264200,264200,263700,262200,260800,259800,259100,258600,258900,259000,258500,257600,257000,256300,255600,254700,254100,253900,254600,255500,255900,256200,257200,258100,258700,259200,259800,260400,260500,260100,260100,261500,263300,264000,264300,264400,264200,264300,265100,265900,266500,267600,268700,269300,269400,268900,268100,267800,268500,269500,270500,271900,273200,274200,275100,276600,278000,279300,281100,283400,285100,286100,286900,287700,288400,288800,289400,290100,291700,294200,296500,297800,298900,300300,301700,302800,304000,305400,306900,308400,309400,309700,310600,312300,314000,314500,315100,316500,318600,320900,322400,323700,325900,328600,330400,331400,332300,333900,335800,337300,338400,339100,339300,338600
60,"Wisconsin",19,133500,133300,133300,133400,133500,133700,134000,134400,134900,135300,135700,136000,136200,136400,136500,136600,136800,137000,137300,137600,138100,138500,139000,139600,140100,140700,141400,142000,142700,143400,144200,145200,146300,147500,148700,149900,151000,152100,153100,154100,155100,156000,156900,157900,159100,160300,161600,162800,164000,165100,166300,167300,168200,169000,169900,170700,171700,172800,173900,175000,176100,177000,177900,178600,179300,180000,180800,181500,182500,183500,184600,185600,186600,187500,188300,189100,189900,190800,191800,193100,194500,196100,197600,199100,200500,201600,202500,203400,204300,205400,206500,207600,208900,210300,211800,213300,214900,216600,218400,220500,222600,224500,226000,226800,226700,226100,225200,224700,224900,225700,227100,228900,230700,232500,234300,235800,237100,238100,238700,239200,239400,239600,239600,239600,239500,239500,239400,239400,239600,239900,240300,240500,240700,240600,240400,240000,239500,238900,238300,238000,237700,237400,237000,236500,235800,234800,233800,232800,231900,231100,230400,230000,229600,229300,228900,228500,227700,226800,225800,225000,224300,223700,223300,223000,223000,223000,223200,223100,222800,222600,222400,221400,220100,218900,217500,216300,215500,214800,214100,213600,213000,212200,211300,210600,209900,209100,208300,207400,206400,205500,204800,204400,204500,205000,205200,205300,205700,206500,207400,207700,207800,208500,209500,210200,210800,211100,211800,213000,213900,214600,215500,215900,216100,216000,215900,216000,216400,216600,217000,217800,218600,219000,219300,219800,220500,220900,221200,222000,222900,223800,224900,226100,227200,227600,228100,229300,230600,231200,231500,232100,233400,235300,237000,238100,239400,240900,242300,243900,245000,245900,246900,248600,250200,251700,253300,254600,255100,255500,255900,256100,256400,257400,258400,258900,259900,261700,263200,264500,266600,268600,270200,271800,273500,275200,277400,278600,277800
31,"Minnesota",20,133500,133600,133900,134700,135700,137000,138400,139900,141200,142500,143700,144800,145800,146700,147600,148600,149600,150400,151100,151500,151600,151500,151400,151400,151400,151700,152400,153300,154600,156000,157500,158900,160100,161100,162300,163800,165700,167800,170100,172500,174900,177100,179400,181500,183600,185500,187500,189500,191600,193700,196000,198600,201200,203900,206600,209100,211500,213600,215500,217300,219200,221100,223200,225500,228000,230600,233400,236200,239200,242500,246000,249500,252800,255500,257500,259000,260100,261200,262400,264100,266300,268300,270000,271600,273300,275000,277000,279100,281200,283200,285300,287500,289800,292400,295100,297900,300700,303300,305900,308300,310500,312600,314800,316800,318800,320800,322800,324800,326800,328600,330300,331900,333500,335200,336800,338200,339300,340200,340800,341600,342400,343000,343100,342900,342500,342100,341800,341500,341400,341400,341200,340900,340400,339400,338000,336400,335000,333600,331800,329700,327200,324500,321800,319600,317800,315700,313200,310500,307700,304900,302400,300100,298200,296600,295300,294300,293100,290800,288200,286500,285600,285200,285000,284900,285000,285500,286700,285700,282800,281400,281500,280200,277900,275300,272900,270900,268800,266700,264000,261300,259800,258800,257900,257700,257800,258100,258400,258500,258300,258100,258200,259200,260600,262300,264300,266700,269100,270900,272300,274400,276600,278100,279100,280200,281400,283200,285400,288100,290700,293000,295100,296700,298000,298900,299800,301400,303700,305900,307200,307900,308700,309200,309100,308900,309100,309900,311500,313700,315800,317400,318400,319200,319900,320800,321800,322500,323200,324300,326100,327900,329100,329900,331000,332100,332900,334100,335800,337000,338300,339900,341900,344000,346500,348700,350200,351200,352300,353400,354000,354700,355700,357300,359300,361300,363100,364700,365700,366700,367800,369000,370800,372800,374700,376700,378100,378700,378500
10,"Colorado",21,191900,190900,190300,190100,190400,191000,191700,192200,192200,191700,191000,190300,190000,190500,191700,193500,195600,197700,199300,200300,200400,199800,198900,198200,197800,198400,199900,202300,205400,208800,212300,215500,218300,220700,222800,224700,226600,228600,230700,233000,235300,237700,240100,242700,245500,248600,251900,255400,258700,261700,264400,266800,269100,271400,274000,277000,280400,284200,288200,292100,295800,298700,300900,302500,303700,304600,305500,306600,307900,309600,311400,313100,314600,315600,316400,317000,317400,317800,318400,319300,320300,321300,322300,323600,324800,325600,325900,325900,325600,325300,325300,325400,325800,326300,326600,326700,326800,327400,328400,329900,331700,333800,336100,338200,340200,342100,343800,345500,347500,349600,351800,354100,356400,358700,361000,363100,365000,366700,368100,369600,371200,372800,374300,376000,377500,378600,379300,379900,380500,381200,382100,383300,384800,386000,386800,387500,388000,388100,387700,387000,385900,384900,383800,382900,382200,381200,379700,378200,376500,374900,373500,372400,371600,371200,370900,370600,370100,368700,366800,365200,364100,363200,362500,362000,362000,362400,363600,362100,358500,356300,356600,356100,354800,353700,352600,351200,349700,348000,346000,345300,345700,345800,345300,344900,344800,345000,345300,346300,347400,348100,348300,349100,350800,353000,354900,356500,358000,359800,361500,362900,364200,365400,367000,368800,370600,372300,374600,377600,380400,382800,385000,386900,388500,389800,391000,392600,394700,397000,399300,401900,404600,407300,409800,412400,415200,417800,420200,422900,426500,430000,433200,436300,439200,441400,443300,445200,447100,448900,451700,455100,458700,461800,464900,467900,471000,473600,475900,477900,480100,483100,486400,489700,492900,495900,498000,499800,501100,502200,503000,504200,506100,509600,514100,517700,520500,523200,525400,526700,528200,531200,535400,539200,542000,544900,547500,549200,549500
4,"Alabama",22,240600,239800,239200,238800,238400,238100,237800,237600,237400,237300,237400,237600,237800,237900,237700,237200,236100,234500,232500,230300,227900,225600,223700,222200,221000,220400,220300,220700,221400,222400,223400,224400,225200,225900,226300,226600,226900,227000,227200,227500,227900,228700,229700,231000,232600,234400,236100,237700,239200,240500,241500,242300,243100,243900,244900,246100,247600,249200,251000,252900,254600,256200,257500,258600,259600,260500,261400,262300,263200,264200,265200,266100,267100,267900,268800,269600,270500,271400,272400,273700,275200,276400,277500,278400,279000,279500,280000,280800,281800,282900,284000,285000,285700,286500,287500,288700,290200,292100,294500,297300,300400,303600,306900,310100,313300,316600,319900,323600,327500,331400,334900,337800,340300,342600,344900,347400,349900,352300,354400,356700,359300,361900,364500,367200,369800,372200,374000,375200,375600,375500,374900,374000,373200,372300,371500,371200,371500,372000,372500,373000,373600,374200,375000,376400,378100,379200,379100,378400,377100,375600,374400,373200,372200,371400,370500,369800,369100,367700,365500,363500,361900,360600,359400,358500,358000,357900,358800,356300,350700,346800,346100,344100,341400,339000,337100,335300,334000,332100,329600,328500,329100,329700,330000,330700,330700,330600,330500,329800,327800,325700,323800,323200,323100,322600,321800,321600,322000,321900,320900,320500,320900,321800,322500,323000,323600,324400,324400,324100,324100,324300,324800,325800,326900,327900,329000,329600,330100,331200,333600,336500,339300,341600,343500,344200,344400,344900,345400,345800,346300,347000,347000,346900,347200,348100,348900,349500,350500,351800,352900,354000,355400,356700,357600,359000,360500,361900,363000,364700,365200,364200,363100,363200,364400,366000,367200,367000,366200,365100,364400,364400,365400,367800,371700,375800,377800,378600,379000,380100,381000,381900,383500,386100,388600,391100,392900,394600,396000
51,"South Carolina",23,159400,160800,162600,164800,167300,170200,173400,176900,180600,184400,188000,191400,194000,195900,197000,197500,197300,196500,195300,193900,192500,191600,191800,193200,195600,198800,202100,205300,208200,210700,212800,214500,215500,215900,216000,216000,216200,216900,218100,219700,221800,224100,226800,229700,233000,236600,240500,244300,247700,250500,252700,254500,255700,256700,257400,258100,258800,259500,260200,260700,260900,260600,260300,259900,259600,259500,259600,260000,260600,261500,262400,263200,263800,264000,264300,264600,265100,265700,266600,268000,269600,271000,271900,272800,273700,274500,275600,276800,278300,279700,280900,281600,282100,282200,282500,283000,283900,285400,287300,289500,292100,294800,297700,300400,303100,305600,308100,311000,314400,318100,321900,325500,328700,331600,334600,337600,341000,344500,347800,351000,353900,356300,358300,360400,362800,365300,367600,369200,370400,371300,372100,373000,373900,374600,375100,375600,375700,375600,375500,375300,375200,375300,375200,375000,374600,373700,372500,371100,369100,367200,365500,363900,362500,361400,360500,359700,358700,357100,355300,353800,352300,350900,349700,348700,348000,347800,348400,347000,344000,342400,342100,340700,339000,337400,335600,333800,332300,330100,327000,324500,323500,322000,320100,319000,318800,318200,317500,317100,316600,315800,315400,315500,315800,315700,315400,315300,315400,315700,315900,315800,315600,315500,315700,316000,316500,317400,318300,319000,319800,320800,321900,322600,322500,322200,322500,323400,324100,324300,324100,324100,323800,322900,322200,322500,323100,323900,324500,324900,325500,326400,327500,328700,329800,330800,331800,332700,334100,335700,336700,337500,339300,342200,345600,348400,350500,352400,354100,355800,357900,360200,362000,364300,366500,367500,368200,369500,370500,371100,371800,372500,372500,373100,374800,376700,377800,379100,380300,381100,381700,383100,385000,386700,388200,390200,391900,392800,392900
25,"Louisiana",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186200,185200,184200,182400,190100,205200,214600,215100,218000,220800,223800,227200,230600,233600,236100,237000,245300,259500,267700,267300,268800,270700,272300,272700,271700,269600,267000,263600,265700,271800,274800,273100,272400,271800,271200,270600,270100,269800,269600,268800,270400,273000,273600,272700,273700,275400,277900,280700,282600,283100,283000,283000,283100,283200,283400,283300,283100,283000,283200,283300,283300,283300,283500,283600,283700,283700,283800,283800,283200,282200,281600,281900,283300,285900,288700,290800,291900,292900,294900,297000,298500,299000,298000,296400,296500,297400,297200,296900,297800,297700,296500,296700,297500,298600,300300,303000,304600,306100,308400,311000,311600,312400,313500,314300,315800,319400,322400,322400,321100,320500,319900,319700,319800,319600,318700,317700,316400,315100,315000,317100,319200,319900,320200,320400,320400,321700,324900,327400,328700,328900,330000,331700,333300,333100,331900,329900,328300,327100,324800,324400,327600,331500,332700,332800,331700,331600,333300,334900,337000,339700,340700,338200,335800,334500,334000,333400,334000,334500,333400,334200,338600,343100,344900,346100,347100,346200,342300,337500,334700,333700,334500,335300,334600,332900,333600,335200,333300,329700
24,"Kentucky",25,133200,133700,134200,134600,134900,135200,135400,135700,135900,136300,136400,136400,136500,136600,136900,137400,138100,139000,140000,141000,142100,143200,144100,144900,145700,146700,147800,149000,150300,151600,153000,154200,155400,156700,157800,158600,159400,160200,160900,161600,162400,163100,164000,164900,166000,167300,168400,169500,170600,171500,172300,172900,173400,173900,174500,175000,175700,176700,177700,178900,180100,181300,182300,183100,183700,184200,184600,185000,185600,186400,187500,188600,189700,190700,191400,191800,192100,192400,192800,193500,194400,195400,196300,197200,198100,199000,200000,201200,202200,203100,203800,204200,204200,204100,204100,204200,204800,205900,207200,208500,209800,211200,212700,214300,215700,216700,217200,217300,217200,217200,217500,218300,219400,220600,221800,222800,223600,224000,224100,224000,223700,223500,223600,224200,225000,225900,226800,227700,229100,230900,232700,234500,235800,236600,236900,236900,236800,236800,237000,237200,237400,237600,238000,238400,238600,238800,238700,238400,237900,237500,237100,236900,236700,236700,236900,237200,237300,237400,237300,237100,236800,236400,236100,235700,235400,235400,235500,235800,236600,237400,238100,238500,238600,238400,238000,237700,237000,236000,235200,234700,233900,233200,232700,232200,231800,231600,231500,231500,231800,231900,231300,230300,229800,230300,231000,231700,232600,233100,233100,233200,233000,233100,233400,233700,234000,234400,234800,235000,234700,234900,235600,235800,235900,236200,236700,237500,237900,237700,237500,238000,238700,239100,239400,239800,240600,241600,242500,243700,245500,247100,248500,250100,251900,253300,254200,254900,255700,256600,257700,259100,260400,261500,262400,263000,263700,264700,265700,267200,268800,270300,272300,274300,275700,277100,278300,279300,280500,281700,282600,283300,284200,284900,285400,285300,285500,286000,286900,288000,288500,289300,291100,293000,293900,294800,295200,295300,295300
